Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8506316390,AP328S,NJ,PAS,04/03/2017,46,DELV,INTER,T,21790,0,0,88880088,0001,1,1,362224,T105,C,0947A,,NY,I,E,Greenwich St,20ft N/of Jay St,0,408,F1,,YYYYYYY,,,WHITE,,0,,0,001,46B-Double Parking (Com-100Ft),,,
8452028842,GFV8221,NY,PAS,12/14/2016,19,SUBN,FORD,T,51790,11090,11240,20170519,110,110,110,363042,T401,M,0650A,,Q,F,53-33,Junction Blvd,,0,408,c3,,YYYYYYY,,,GY,,2005,,0,U 41,19-No Stand (bus stop),,,
8523898621,HMN2144,NY,PAS,06/13/2017,21,SUBN,LEXUS,T,39620,12550,37820,20190321,0045,45,45,355598,T201,N,0949A,,BX,O,1303,Herschell St,,0,408,d1,,Y  Y,0930A,1100A,WH,,2017,,0,I,21-No Parking (street clean),,,
8309525539,PF5G4T,MI,PAS,09/15/2016,21,4DSD,KIA,T,32630,60430,24330,88880088,0094,94,94,358871,T301,O,1137A,,K,O,196,Diamond St,,0,408,d1,,Y  Y,1130A,0100P,WHITE,,0,,0,S 31,21-No Parking (street clean),,,
4634080072,EWY8329,NY,PAS,05/18/2017,36,SUBN,ACURA,V,0,0,0,0,,0,0,0,,,1014A,,QN,,,SB MAIN ST 82 DR - Q,UEENS BV,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8164558515,HGG2700,NY,OMS,11/04/2016,14,4DSD,NISSA,T,17030,19030,15780,20170930,0062,62,62,361784,T302,J,0112P,,K,F,95,Bay 38th St,,0,408,c,,YYYYY,,,RD,,2016,,0,W 32,14-No Standing,,,
8399012002,FSW6308,NY,PAS,12/27/2016,21,4DSD,HONDA,T,48830,53950,32130,20171010,0076,76,76,357334,T302,A,0955A,,K,F,491,Henry St,,0,408,d1,,Y,0930A,1100A,BLACK,,2015,,0,55 3,21-No Parking (street clean),,,
4629387389,1CA3668,AL,PAS,01/12/2017,36,4D,DODGE,V,0,0,0,0,,0,0,0,,,1058A,,BK,,,WB FLATLANDS AVE @ E,77TH ST,0,1180,B,T,,,,BLK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8546168921,FGX6547,NY,PAS,06/14/2017,21,SUBN,NISSA,T,22680,17560,21630,20190215,0060,60,60,352956,T302,L,0752A,,K,F,128,Brighton Beach Ave,,0,408,d1,,Y,0730A,0800A,GY,,2016,,0,N,21-No Parking (street clean),,,
7736148107,220570,IN,PAS,01/04/2017,19,T/CR,INTER,T,52930,93250,42730,20170088,0084,84,84,330711,T301,H,0126P,,K,F,404,Jay St,,0,408,c3,,YYYYYYY,,,WHITE,,0,,0,05 3,19-No Stand (bus stop),,,
8058535588,AS902A,NJ,PAS,11/01/2016,46,DELV,NS/OT,T,10010,18290,18310,88888888,0019,19,19,363062,T103,BB,1204P,,NY,O,1217,1st Ave,,0,408,F1,,,,,YELLO,,0,,0,30 7,46B-Double Parking (Com-100Ft),,,
4624888017,HEF3514,NY,PAS,10/11/2016,36,4DSD,LEXUS,V,0,0,0,0,,0,0,0,,,0300P,,BX,,,WB E GUN HILL RD @ B,RONXWOOD AVE,0,1180,B,T,,,,GL,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8415011167,HGJ8194,NY,PAS,10/08/2016,71,SUBN,TOYOT,T,27800,17570,17590,20180622,0013,13,13,355079,T102,H,0609P,,NY,F,432,Park Ave South,,0,408,j6,,YYYYYYY,,,GY,,2012,,0,32 6,71A-Insp Sticker Expired (NYS),,,
4628147577,AHX5721,NY,PAS,12/13/2016,36,SUBN,SUBAR,V,0,0,0,0,,0,0,0,,,1115A,,BX,,,SB WATER PL. X STATE,HOSP. ENTRNCE- WEST,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8484873006,AN251V,NJ,PAS,04/17/2017,14,TRAC,FRUEH,T,34710,13610,10810,88880088,0018,18,18,346409,T106,A,0611A,,NY,O,224,W 47th St,,0,408,c,,YYYYYYY,,,WHITE,,0,,0,D,14-No Standing,,,
5096008654,GVM4064,NY,PAS,04/14/2017,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0155P,,BX,,,CROSS BRONX EXPWY (W,/B) @ ROSEDALE AVE,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
1418228357,AAZ0938,CT,PAS,02/23/2017,21,SDN,NISSA,S,5880,9130,9180,0,0072,72,0,540122,KS07,0000,0750A,,K,F,5118,8TH AVE,,0,408,D1,,YYYYYYB,0730A,0800A,WHITE,0,0,-,0,,,,,
1404823165,HEB2730,NY,PAS,05/01/2017,20,P-U,FORD,X,25645,32625,32625,20180218,0019,19,977,748191,0977,0000,0500P,,NY,F,559,MAIN ST,,0,408,C,,BBBBBBB,ALL,ALL,WHITE,0,2013,-,0,,,,,
5095161576,Z25EBD,NJ,PAS,01/27/2017,7,WAGO,LEXUS,V,0,0,0,0,,0,0,0,,,0706P,,QN,,,NORTHERN BLVD (E/B),@ DOUGLASTON PKWY,0,1111,D,T,,,,GY,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
8485030278,HBG5108,NY,PAS,05/12/2017,23,4DSD,TOYOT,T,34390,10410,13610,20171022,0014,14,14,331220,T102,A,0952P,,NY,F,3,W 31st St,,0,408,d2,,YYYYYYY,,,,,2009,,0,D,23-No Parking (taxi stand),,,
1404813639,269EMT,NY,SRF,09/23/2016,38,SDN,INFIN,X,25645,13113,45100,20170408,0019,19,977,828296,0977,0000,0947A,,NY,F,475,MAIN ST,,0,408,I4,,BBBBBBB,ALL,ALL,BL,0,2008,-,0,,,,,
4626827536,T652339C,NY,OMT,11/16/2016,36,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,0832A,,BK,,,SB EASTERN PKWY @ TR,UXTON ST,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8508980917,GCG9633,NY,PAS,06/16/2017,38,4DSD,HONDA,T,20090,22890,21690,88880088,0007,7,7,363991,T101,F,1214P,,NY,O,91,Eldridge St,,0,408,h1,,Y,0900A,0700P,WHITE,,2012,,0,62,38-Failure to Display Muni Rec,,,
8519166076,ETG3453,NY,PAS,05/17/2017,9,SUBN,AUDI,T,10210,19430,0,20170624,0023,23,23,361360,T103,FF,0404P,,NY,X,,3rd Ave,E 124th St,0,408,e1,,YYYYYYY,,,GY,,2015,,0,01,09-Blocking the Box,,,
1411497946,676VSY,FL,PAS,07/26/2016,40,SDN,TOYOT,P,22490,43360,11640,0,109,109,109,926127,0109,0000,0220A,,,F,55-36,137 ST,,0,408,F1,,BBBBBBB,ALL,ALL,RD,0,0,-,5,,,,,
8307517023,35975MJ,NY,COM,07/09/2016,35,VAN,CHEVR,T,34750,0,0,20180630,0018,18,18,361092,T106,L,0106P,,NY,I,S,W 49th St,5ft W/of 6th Ave,0,408,h8,,Y,0800A,1200A,WHB,,1998,,0,62 6,35-Selling/Offer Merchandise,,,
7007485042,HNG7578,NY,PAS,02/20/2017,71,2DSD,BMW,T,16890,8440,8590,20190216,115,115,115,357072,T401,C,0821A,,Q,F,34-51,82nd St,,0,408,j6,,,,,BK,,2008,,0,20,71-Insp. Sticker Missing (NYS,,,
4626462420,EDN9976,NY,PAS,11/04/2016,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0310P,,BK,,,NB SHORE RD @ 83RD S,T,0,1180,B,T,,,,WH,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7018582039,GMX3574,NY,PAS,11/25/2016,38,4DSD,HONDA,T,29320,73520,69820,20180720,0052,52,52,363944,T202,F,0125P,,BX,O,215,E Gun Hill Rd,,0,408,h1,,Y,0830A,0700P,GY,,0,,0,48 2,38-Failure to Display Muni Rec,,,
8169009315,HAX5355,NY,PAS,08/27/2016,37,SUBN,HONDA,T,5880,8780,8830,20170803,0066,66,66,363502,T302,K,1242P,1141A,K,F,4421,8th Ave,,0,408,h1,,Y,0830A,0700P,RD,,2013,350-3029,0,43 3,37-Expired Muni Meter,,,
8527014828,DZL9302,NY,PAS,06/01/2017,70,PICK,CHEVR,T,35020,26520,26580,20170531,0044,44,44,363092,T201,H,1229P,,BX,O,956,Gerard Ave,,0,408,j3,,YYYYYYY,,,GR,,2002,,0,61,70A-Reg. Sticker Expired (NYS),,,
8316519513,EAN6337,NC,PAS,07/14/2016,21,4DSD,MAZDA,T,36730,31190,15910,20160088,0030,30,30,345331,T103,A,0911A,,NY,F,407,W 148th St,,0,408,d1,,Y  Y,0900A,1030A,GREY,,0,,0,CCC,21-No Parking (street clean),,,
4626765932,HCZ8768,NY,PAS,11/14/2016,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0124P,,BK,,,EB LINDEN BLVD @ VER,MONT ST,0,1180,B,T,,,,RD,,1993,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8112533120,HDL8825,NY,PAS,10/11/2016,9,4DSD,BMW,T,10210,17730,0,20161221,0017,17,17,362635,T106,L,0307P,,NY,X,,3rd Ave,E 37th St,0,408,e1,,,,,BK,,2015,,0,01 6,09-Blocking the Box,,,
8516227881,HPK2134,NY,PAS,06/22/2017,38,4DSD,CADIL,T,36470,10410,24695,20180531,0032,32,32,354188,T103,I,1201P,,NY,F,24,W 135th St,,0,408,h1,,Y,0900A,0700P,BK,,2006,,0,33,38-Failure to Display Muni Rec,,,
4634504856,HGR8003,NY,PAS,05/30/2017,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0124P,,BX,,,SB SOUNDVIEW AVE @ T,AYLOR AVE,0,1180,B,T,,,,MR,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4625435699,G95FCZ,NJ,PAS,10/19/2016,36,WAGO,CHRYS,V,0,0,0,0,,0,0,0,,,1241P,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,BLK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8559958307,DJY2205,NY,PAS,05/27/2017,38,SUBN,HONDA,T,9540,26490,35690,20171208,111,111,111,361875,T401,R,0248P,,Q,O,213-11,41st Ave,,0,408,h1,,Y,0900A,0700P,BK,,2015,,0,44,38-Failure to Display Muni Rec,,,
8034601603,LVV383,NC,PAS,11/18/2016,21,SUBN,CHEVR,T,78050,48020,57320,20161288,0049,49,49,363968,T202,I,1212P,,BX,O,2500,Williamsbridge Rd,,0,408,d1,,Y,1130A,0100P,OTHER,,0,,0,15 2,21-No Parking (street clean),,,
8555560457,HCL1261,NY,PAS,06/07/2017,21,SUBN,FORD,T,8640,6940,7090,20180131,114,114,114,355127,T401,C,0839A,,Q,F,23-79,35th St,,0,408,d1,,Y,0830A,1000A,BK,,2016,,0,52-A,21-No Parking (street clean),,,
4629504515,EVKK31,FL,PAS,01/13/2017,36,4D,CHEVR,V,0,0,0,0,,0,0,0,,,1254P,,MN,,,SB BROADWAY @ W 196T,H ST,0,1180,B,T,,,,SIL,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7325929675,HDLT75,FL,PAS,11/04/2016,39,2DSD,TOYOT,T,30190,59200,37390,20171201,101,101,101,364834,T402,T,0413P,0210P,Q,O,306,Beach 19th St,,20161104,408,d,,Y,0900A,0700P,BLUE,,0,,0,W 42,39-Overtime PKG-Time Limt Post,,,
4622407711,HDE2953,NY,PAS,07/20/2016,36,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,1102A,,QN,,,WB HILLSIDE AVE @ 23,1ST ST,0,1180,B,T,,,,BK,,0,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8086043563,32444MH,NY,COM,10/28/2016,38,VAN,CHEVR,T,10810,34010,23790,20161231,0006,6,6,330198,T101,G,1230P,,NY,F,17,8th Ave,,0,408,h1,,Y,0900A,0700P,GY,,2013,,0,21 1,38-Failure to Display Muni Rec,,,
1419026732,HLX4040,NY,PAS,01/17/2017,21,SDN,BMW,S,73110,14980,25530,20161201,0081,81,0,686934,KN02,0000,0830A,,K,F,231,RALPH AVE,,0,408,D1,,BYBBYBB,0800A,0930A,BLUE,0,2013,-,0,,,,,
4629414198,HLG3904,NY,PAS,01/10/2017,36,2DSD,BMW,V,0,0,0,0,,0,0,0,,,1227P,,BX,,,NB UNIVERSITY AVE @,W BURNSIDE AVE,0,1180,B,T,,,,RD,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4632875491,GFM4904,NY,PAS,04/24/2017,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0739A,,BK,,,EB LINDEN BLVD @ ROC,KAWAY AVE,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8432503113,HFS7525,NY,PAS,08/10/2016,24,4DSD,NISSA,T,35590,14510,15710,20180418,0024,24,24,356987,T103,I,1106A,,NY,O,44,W 91st St,,0,408,d5,,YYYYYYY,0700A,0400P,GY,,2010,,0,42 7,24-No Parking (exc auth veh),,,
8491283353,908972N,NJ,PAS,03/02/2017,40,4DSD,INFIN,T,39230,52730,73350,88888888,0075,75,75,354019,T301,M,0711A,,K,F,19,Elton St,,0,408,e2,,YYYYYYY,,,TAN,,0,,2,A,40-Fire Hydrant,,,
8362014120,HCZ8019,NY,PAS,08/16/2016,21,4DSD,HONDA,T,17140,7240,7790,20180314,115,115,115,359625,T401,Q,1148A,,Q,O,25-20,84th St,,0,408,d1,,Y,1130A,0100P,GR,,2002,,0,34 4,21-No Parking (street clean),,,
1415676215,18726JZ,NY,COM,12/19/2016,46,INTE,MERCU,P,73380,73470,85030,20170331,0073,73,73,922311,0073,0000,1052A,,K,F,230,RIVERDALE AVENUE,,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,0,-,0,,,,,
8538405639,HDV2486,NY,PAS,04/11/2017,20,4DSD,FORD,T,42150,18950,70330,20180208,0075,75,75,361785,T301,N,1012A,,K,F,1440,Freeport Loop,,0,408,d,,YYYYYYY,,,BK,,2006,,0,CC2,20A-No Parking (Non-COM),,,
1413185174,W75ERC,NJ,PAS,02/14/2017,17,SUBN,JEEP,P,33970,23190,21790,0,0006,6,6,949072,0006,0000,0935P,,NY,F,259,W 10TH ST,,0,408,D,,BBBBBBB,ALL,ALL,WHT,0,0,-,0,,,,,
1414000455,BML5364,99,PAS,01/02/2017,71,SUBN,SUZUK,P,28170,77150,10620,20170108,0047,47,47,959008,0047,0000,0931P,,BX,F,733,E 218 ST,,0,408,J6,,BBBBBBB,ALL,ALL,BLACK,0,2006,-,0,,,,,
8541711195,HEW6976,NY,PAS,06/21/2017,71,SUBN,FORD,T,44750,10575,10575,20170608,121,121,121,363482,T303,E,0429P,,R,F,2655,Richmond Ave,,0,408,j6,,YYYYYYY,,,GY,,2010,,0,09-P,71A-Insp Sticker Expired (NYS),,,
4634907574,ESU7022,NY,PAS,06/09/2017,36,4DSD,ME/BE,V,0,0,0,0,,0,0,0,,,0132P,,ST,,,WB CASTLETN AV. OAKL,AND AV- BRDWAY,0,1180,B,T,,,,BK,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5095245711,GZF7026,NY,PAS,02/05/2017,7,SUBN,CHRYS,V,0,27310,0,0,,0,0,0,,,1026P,,BX,,,BRUCKNER BLVD (W/B),@ WHITE PLAINS RD,0,1111,D,T,,,,MR,,2001,,0,,FAILURE TO STOP AT RED LIGHT,,,
8549808891,HHS5864,NY,PAS,06/26/2017,38,SUBN,CHEVR,T,67030,81430,80330,20181005,0067,67,67,353426,T302,R,0311P,,K,F,727,Nostrand Ave,,0,408,h1,,YYYYY,1200A,0400P,RD,,2005,,0,16,38-Failure to Display Muni Rec,,,
8547001499,F84HPN,NJ,PAS,04/20/2017,21,SUBN,ROVER,T,35030,0,0,88880088,0061,61,61,363545,T302,I,1215P,,K,I,W,E 5th St,30ft S/of Avenue S,0,408,d1,,Y,1130A,0100P,BLUE,,0,,0,03,21-No Parking (street clean),,,
8271071543,23278MD,NY,COM,11/20/2016,14,VAN,GMC,T,67030,42730,49130,20170327,0079,79,79,357357,T301,O,0148P,,K,O,540,Nostrand Ave,,0,408,c,,YYYYYYY,,,WH,,2008,,0,N 31,14-No Standing,,,
8493556452,T652458C,NY,OMT,02/28/2017,21,SUBN,CHEVR,T,19170,25390,27790,20170430,0025,25,25,363524,T103,P,1056A,,NY,O,55,E 110th St,,0,408,d1,,Y  Y,0930A,1100A,BK,,2015,,0,01,21-No Parking (street clean),,,
7164767762,DJR6774,NY,PAS,11/21/2016,71,4DSD,CHEVR,T,43516,26670,31370,20171102,123,123,123,359289,T303,M,0829A,,R,O,54,Pleasant Plains Ave,,0,408,j6,,YYYYYYY,,,BK,,2014,,0,A-AM,71A-Insp Sticker Expired (NYS),,,
8522304830,FXP3875,NY,PAS,03/02/2017,40,4DSD,SATUR,T,36150,10410,24690,20180306,0028,28,28,350433,T103,L,0819P,,NY,F,23,W 119th St,,0,408,e2,,YYYYYYY,,,GY,,2007,,9,CC1,40-Fire Hydrant,,,
8174093564,E95EGV,QB,PAS,03/16/2017,24,SUBN,TOYOT,T,8880,6380,6480,20170088,0066,66,66,355614,T302,A,1155A,,K,F,1371,46th St,,0,408,d5,,YYYYY,0800A,0600P,BLUE,,0,,0,01,24-No Parking (exc auth veh),,,
4632970517,XN439P,NJ,PAS,04/24/2017,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,1245P,,BK,,,EB 65TH ST @ 16TH AV,E,0,1180,B,T,,,,WT,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8528955187,HES6934,NY,PAS,03/27/2017,38,SUBN,INFIN,T,78050,47520,57720,20181104,0049,49,49,364833,T201,L,0414P,,BX,O,2116,Williamsbridge Rd,,0,408,h1,,Y,0900A,0700P,GY,,2013,,0,08,38-Failure to Display Muni Rec,,,
8248023102,DRE7275,NY,PAS,07/27/2016,70,4DSD,MERCU,T,24750,15350,13610,20160531,0001,1,1,346183,T105,H,1010A,,NY,O,95,Leonard St,,0,408,j3,,YYYYYYY,,,GY,,2007,,0,036,70A-Reg. Sticker Expired (NYS),,,
4626822411,EBX2450,NC,PAS,11/15/2016,36,CP,FORD,V,0,0,0,0,,0,0,0,,,0415P,,QN,,,WB QUEENS BLVD @ 56T,H ST,0,1180,B,T,,,,,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8297020484,B25GVZ,NJ,PAS,08/10/2016,20,SUBN,TOYOT,T,37700,11010,32690,88888888,0034,34,34,357736,T103,L,0251P,,NY,F,505,W 211th St,,0,408,d,,Y,0800A,0600P,BLUE,,0,,0,M 77,20A-No Parking (Non-COM),,,
7048659798,49377MH,NY,COM,07/26/2016,14,VAN,FORD,T,28490,15545,22410,20180131,0001,1,1,363951,T101,S,0252P,,NY,F,93,Pearl St,,0,408,c,,YYYYYYY,,,WH,,2015,,0,60 1,14-No Standing,,,
8514500004,BAL1497,WA,PAS,02/07/2017,40,SUBN,HONDA,T,19170,27790,24890,20170788,0023,23,23,347593,T103,B,0549A,,NY,F,123,E 110th St,,0,408,e2,,YYYYYYY,,,BLACK,,0,,8,A,40-Fire Hydrant,,,
4626328313,M85CMS,NJ,PAS,11/03/2016,36,4 DR,FORD,V,0,0,0,0,,0,0,0,,,0903A,,QN,,,WB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,GR,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4627193075,EYG5408,NY,PAS,11/22/2016,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0835A,,BK,,,NB REMSEN AVE @ BAY,VIEW PL,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8470017240,94170JY,NY,COM,11/11/2016,78,VAN,FORD,T,54865,44160,44690,20180930,113,113,113,341263,T803,AA,0334A,,Q,O,12812,Mars Pl,,0,408,k6,,YYYYYYY,0900P,0500A,WH,,1999,,0,C 42,78-Nighttime PKG on Res Street,,,
8293071280,DTS2001,NY,PAS,12/12/2016,70,4DSD,TOYOT,T,22480,67830,22680,20161211,0060,60,60,359295,T302,A,1150A,,K,F,3011,Brighton 12th St,,0,408,j3,,YYYYYYY,,,BL,,1999,,0,41 3,70A-Reg. Sticker Expired (NYS),,,
7003110283,GCB5628,NY,PAS,10/28/2016,70,PICK,TOYOT,T,29490,50890,48390,20161016,110,110,110,363950,T401,P,1230P,,Q,O,82-16,Baxter Ave,,0,408,j3,,YYYYYYY,,,WH,,2016,,0,10 4,70A-Reg. Sticker Expired (NYS),,,
5092894829,F40FVR,NJ,PAS,08/06/2016,7,4 DR,HONDA,V,0,0,0,0,,0,0,0,,,1157P,,BX,,,GUN HILL ROAD (W/B),@ EASTCHESTER RD,0,1111,D,T,,,,GY,,2015,,0,,FAILURE TO STOP AT RED LIGHT,,,
8029399777,84889MA,NY,COM,11/09/2016,69,SWT,FORD,T,17970,24890,10210,20161231,0018,18,18,355120,T106,P,0335P,,NY,F,150,E 49th St,,0,408,h1,,YYYYY,0700A,0600P,WH,,2013,,0,96 6,69-Failure to Disp Muni Recpt,,,
1420342939,JFK8376,PA,PAS,03/15/2017,19,SDN,TOYOT,P,70620,74780,74810,0,0052,52,52,904782,0052,0000,0846A,,BX,O,2505,UNIVERSITY AVE,,0,408,F1,,BBBBBBB,ALL,ALL,GRAY,0,0,-,0,,,,,
8378524371,AT777G,NJ,PAS,11/04/2016,21,TRAC,PETER,T,0,0,0,88888888,0040,40,40,352973,T801,B,0135A,,BX,I,W,Walnut Ave,30ft S/of E 138th St,0,408,d1,,Y,1200A,0300A,RED,,0,,0,F 21,21-No Parking (street clean),,,
8266575654,25076MG,NY,COM,01/11/2017,37,SUBN,HYUND,T,10110,18510,18530,20170726,0019,19,19,354043,T103,G,1137A,1055A,NY,F,1465,2nd Ave,,20170111,408,h1,,YYYYY,1000A,0200P,WHITE,,2015,126-4957,0,12,37-Expired Muni Meter,,,
1422896080,G36H7S,NJ,PAS,05/21/2017,20,SDN,LINCO,P,0,40404,40404,0,0034,34,34,950503,0034,0000,0153A,,NY,O,2580,AMSTERDAM,,0,408,E2,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
4633895310,8UK999,NY,PAS,05/15/2017,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1051A,,BK,,,NB KNAPP ST @ ALLEN,AVE,0,1180,B,T,,,,RD,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8485662570,K035037,TX,PAS,04/05/2017,14,DELV,INTER,T,18050,0,0,20170088,0018,18,18,345063,T106,D,1003A,,NY,I,N,E 53rd St,50ft W/of Park Ave,0,408,c,,YYYYY,0700A,0600P,WHITE,,0,,0,99,14-No Standing,,,
8166515970,FJE7408,NY,PAS,09/08/2016,46,PICK,GMC,T,5430,10830,10880,20170426,0068,68,68,362191,T302,P,0446P,,K,F,8515,4th Ave,,0,408,f1,,,,,BK,,2014,,0,32 3,46A-Double Parking (Non-COM),,,
8491079944,EKL5191,NY,PAS,03/02/2017,14,SUBN,NISSA,T,41930,0,0,20170410,0079,79,79,354011,T301,Y,0217P,,K,I,W,Franklin Ave,35ft S/of Flushing A,0,408,c,,YYYYYYY,,,GREY,,2017,,0,CC2,14-No Standing,,,
8536527377,GTB8424,NY,PAS,06/17/2017,21,4DSD,SUBAR,T,28830,29630,33530,20171029,0070,70,70,345428,T802,B,0032A,,K,F,801,Coney Island Ave,,0,408,d1,,Y Y Y,1200A,0300A,GY,,2008,,0,I,21-No Parking (street clean),,,
8531608028,GEF5009,NY,PAS,04/27/2017,40,4DSD,HONDA,T,30340,57090,39790,20190225,101,101,101,350334,T402,R,0536P,,Q,F,622,Beach 22nd St,,0,408,e2,,YYYYYYY,,,BL,,1996,,5,W,40-Fire Hydrant,,,
8528400190,DZC6954,NY,PAS,02/22/2017,9,4DSD,FORD,T,29220,49420,0,20170531,0046,46,46,364841,T201,K,0507P,,BX,X,,E Fordham Rd,Marion Ave,0,408,e1,,YYYYYYY,,,BL,,2014,,0,44,09-Blocking the Box,,,
5092785147,HEZ7416,NY,PAS,07/30/2016,7,SUBN,MAZDA,V,0,0,0,0,,0,0,0,,,0952A,,MN,,,2ND AVE (S/B) @ 26TH,ST,0,1111,D,T,,,,RD,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
7686775008,55063MB,NY,COM,08/30/2016,19,VAN,WORKH,T,29620,63440,58220,88888888,0045,45,45,355086,T202,S,0233P,,BX,F,3655,E Tremont Ave,,0,408,c3,,YYYYYYY,,,BROWN,,2011,,0,D 22,19-No Stand (bus stop),,,
4629724746,HBS6584,NY,PAS,01/19/2017,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0208P,,BK,,,NB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,GY,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8495912442,BRX4681,NY,PAS,05/13/2017,38,4DSD,CADIL,T,17430,27800,24890,20181016,0013,13,13,365321,T102,N,0124P,,NY,F,102,E 22nd St,,0,408,h1,,Y,0800A,0700P,WH,,2013,,0,06,38-Failure to Display Muni Rec,,,
7039164462,HHM2102,NY,PAS,07/10/2016,20,4DSD,AUDI,T,29690,13113,36770,20180704,0030,30,30,362195,T103,S,0755A,,NY,F,720,Riverside Dr,,0,408,d,,YYYYYYY,,,BK,,2011,,0,L 77,20A-No Parking (Non-COM),,,
8128019910,DCX4005,NY,PAS,08/04/2016,71,4DSD,TOYOT,T,28860,61320,21620,20161230,0047,47,47,363079,T201,K,0230P,,BX,O,686,E 241st St,,0,408,j6,,YYYYYYY,,,WH,,2004,,0,18 2,71A-Insp Sticker Expired (NYS),,,
7367303995,GKA6300,NY,PAS,07/11/2016,16,SUBN,TOYOT,T,34610,11110,11112,20170827,0010,10,10,345323,T108,G,0627P,,NY,F,649,W 42nd St,,0,408,k2,,YYYYYYY,,,BL,,2015,,0,10 8,16A-No Std (Com Veh) Non-COM,,,
8554904618,EBW4896,NY,PAS,05/04/2017,38,4DSD,ME/BE,T,35690,9690,9840,20171014,111,111,111,361893,T401,S,0945A,,Q,F,42-34,Bell Blvd,,0,408,h1,,Y,0900A,0700P,BK,,2016,,0,43,38-Failure to Display Muni Rec,,,
8492166009,DKG7005,NY,PAS,03/13/2017,21,SUBN,ME/BE,T,10580,5430,5580,20170921,0068,68,68,347615,T302,Q,0838A,,K,F,471,80th St,,0,408,d1,,Y,0830A,1000A,GY,,2005,,0,CC1,21-No Parking (street clean),,,
4628577559,T693189C,NY,OMT,12/16/2016,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0844A,,BK,,,NB SHORE RD @ 83RD S,T,0,1180,B,T,,,,BK,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1415959780,GVK7818,NY,PAS,11/18/2016,21,SDN,LEXUS,S,14780,90530,92430,20161130,0061,61,0,538313,KS15,0000,0807A,,K,F,333,AVE X,,0,408,D1,,YYYYYYB,0800A,0830A,BLUE,0,2014,-,0,,,,,
